Test strain	Target strain	Time (H)	Estimate effect on target	Estimate effect on test	"FDR Adj PValue, effect on target"	"FDR Adj PValue, effect on test"	Ecological interaction type	Consensus ecological interaction type
AN71	AN31	168	0.07795767	-0.051368279	0.000137987	0.058477962	Commensalism	commensalism
AN71	AN32	12	0.004156367	0.017088019	0.533806559	0.156921955	Neutralism	competition
AN71	AN32	24	-0.048785564	0.004923386	8.56786E-06	0.680651977	Amensalism	competition
AN71	AN32	36	-0.079068168	-0.008684606	2.37591E-07	0.488072541	Amensalism	competition
AN71	AN32	48	-0.067785989	-0.043059612	6.11814E-06	0.00356632	Competition	competition
AN71	AN32	60	-0.058496313	-0.056625718	0.000187891	0.001552702	Competition	competition
AN71	AN32	72	-0.044677253	-0.068634269	0.000595529	0.000319856	Competition	competition
AN71	AN32	84	-0.03649098	-0.070489854	0.001146746	0.000159712	Competition	competition
AN71	AN32	96	-0.033397289	-0.067991983	0.002329319	0.00017462	Competition	competition
AN71	AN32	108	-0.030729555	-0.06794423	0.003554457	0.000269183	Competition	competition
AN71	AN32	120	-0.030430685	-0.066147258	0.004694832	0.000320463	Competition	competition
AN71	AN32	132	-0.029771748	-0.06351005	0.007520325	0.000406482	Competition	competition
AN71	AN32	144	-0.028462418	-0.060344721	0.011741197	0.000917885	Competition	competition
AN71	AN32	156	-0.027808352	-0.060082197	0.013302912	0.00101931	Competition	competition
AN71	AN32	168	-0.026247903	-0.056185415	0.020671939	0.002130735	Competition	competition
AN71	AN33	12	0.003602909	0.015748345	0.755375468	0.032226846	Commensalism	competition
AN71	AN33	24	-0.043612744	-0.017409595	3.30559E-05	0.059986825	Amensalism	competition
AN71	AN33	36	-0.08941435	-0.055346925	1.64891E-08	0.00966931	Competition	competition
AN71	AN33	48	-0.120575991	-0.097169434	5.53794E-09	0.001718724	Competition	competition
AN71	AN33	60	-0.117166759	-0.097601277	1.02671E-07	0.001510988	Competition	competition
AN71	AN33	72	-0.109054169	-0.096917904	1.96948E-08	0.000565483	Competition	competition
AN71	AN33	84	-0.10387762	-0.0969779	1.13234E-08	0.000318945	Competition	competition
AN71	AN33	96	-0.101015577	-0.096764796	5.54619E-09	0.00024219	Competition	competition
AN71	AN33	108	-0.101884715	-0.097306529	4.6902E-09	0.000235378	Competition	competition
AN71	AN33	120	-0.104052801	-0.093982633	5.87855E-09	0.000183509	Competition	competition
AN71	AN33	132	-0.103572288	-0.091902061	8.30752E-09	6.57641E-05	Competition	competition
AN71	AN33	144	-0.102919548	-0.089227375	1.4949E-08	7.79644E-05	Competition	competition
AN71	AN33	156	-0.098949174	-0.086254134	2.9755E-08	0.000181143	Competition	competition
AN71	AN33	168	-0.094633167	-0.085503589	5.71895E-08	0.000199686	Competition	competition
AN71	AN34	12	0.028104336	0.024353103	0.000569698	0.000740371	Cooperation	exploitation
AN71	AN34	24	0.095972192	0.026889739	2.27566E-08	0.093991438	Commensalism	exploitation
AN71	AN34	36	0.09231033	0.004828731	1.90283E-08	0.808203995	Commensalism	exploitation
AN71	AN34	48	0.068871986	-0.048734458	6.40623E-05	0.018306896	Exploitation	exploitation
AN71	AN34	60	0.067691844	-0.067474562	0.000244274	0.004135152	Exploitation	exploitation
AN71	AN34	72	0.076574439	-0.075783599	0.000142277	0.002591814	Exploitation	exploitation
AN71	AN34	84	0.080922957	-0.074979657	8.71426E-05	0.004280124	Exploitation	exploitation
AN71	AN34	96	0.081847908	-0.071431539	3.70828E-05	0.008376285	Exploitation	exploitation
AN71	AN34	108	0.082206307	-0.068676901	3.86184E-05	0.012450229	Exploitation	exploitation
AN71	AN34	120	0.079985695	-0.066647935	4.00066E-05	0.018999988	Exploitation	exploitation
AN71	AN34	132	0.076307642	-0.066186649	5.93353E-05	0.028200919	Exploitation	exploitation
AN71	AN34	144	0.075715267	-0.062821942	7.65672E-05	0.041913165	Exploitation	exploitation
AN71	AN34	156	0.074404082	-0.061320749	6.89643E-05	0.061697554	Commensalism	exploitation
AN71	AN34	168	0.073838678	-0.059463992	0.000110455	0.077985939	Commensalism	exploitation
AN71	AN35	12	0.022458538	0.006534584	0.021260019	0.17107066	Commensalism	exploitation
AN71	AN35	24	0.096925996	0.01157199	1.01896E-06	0.417389433	Commensalism	exploitation
AN71	AN35	36	0.096836088	-0.011783955	5.95531E-08	0.530324253	Commensalism	exploitation
AN71	AN35	48	0.080403238	-0.04910706	1.64486E-06	0.010981724	Exploitation	exploitation
AN71	AN35	60	0.07739503	-0.05952079	4.15207E-06	0.004423113	Exploitation	exploitation
AN71	AN35	72	0.082143699	-0.069759449	5.06308E-06	0.002963904	Exploitation	exploitation
AN71	AN35	84	0.085899563	-0.071174724	9.55217E-06	0.003390475	Exploitation	exploitation
AN71	AN35	96	0.086755422	-0.068238684	1.65324E-05	0.004913845	Exploitation	exploitation
AN71	AN35	108	0.087248986	-0.067959064	2.31657E-05	0.00534749	Exploitation	exploitation
AN71	AN35	120	0.086438748	-0.063913527	2.61021E-05	0.007314325	Exploitation	exploitation
AN71	AN35	132	0.087127531	-0.062147452	3.40481E-05	0.007187787	Exploitation	exploitation
AN71	AN35	144	0.087945094	-0.061339588	4.06455E-05	0.00725843	Exploitation	exploitation
AN71	AN35	156	0.088553527	-0.061011506	4.22014E-05	0.007536764	Exploitation	exploitation
AN71	AN35	168	0.090297486	-0.058621137	4.0604E-05	0.00735624	Exploitation	exploitation
AN71	AN36	12	0.004206041	0.009536252	0.432223085	0.183403543	Neutralism	exploitation
AN71	AN36	24	0.039018788	0.012920317	9.75664E-05	0.295699446	Commensalism	exploitation
AN71	AN36	36	0.037202802	-0.009433054	0.00071483	0.524993303	Commensalism	exploitation
AN71	AN36	48	0.02846009	-0.051102685	0.004107374	0.001173475	Exploitation	exploitation
AN71	AN36	60	0.032652934	-0.062590815	0.000955835	0.000144549	Exploitation	exploitation
AN71	AN36	72	0.041901569	-0.075101748	9.31758E-05	0.0001063	Exploitation	exploitation
AN71	AN36	84	0.047940979	-0.077894161	4.43941E-05	0.000172621	Exploitation	exploitation
AN71	AN36	96	0.051522338	-0.076245904	2.81125E-05	0.000339831	Exploitation	exploitation
AN71	AN36	108	0.052878957	-0.075649125	3.22495E-05	0.000411703	Exploitation	exploitation
AN71	AN36	120	0.054162495	-0.071176691	2.84061E-05	0.00054673	Exploitation	exploitation
AN71	AN36	132	0.056349585	-0.066918947	2.42739E-05	0.000649059	Exploitation	exploitation
AN71	AN36	144	0.058792738	-0.062942415	1.99955E-05	0.001335278	Exploitation	exploitation
AN71	AN36	156	0.060646906	-0.060477152	1.31895E-05	0.002298314	Exploitation	exploitation
AN71	AN36	168	0.062533364	-0.057496176	1.25106E-05	0.003895747	Exploitation	exploitation
AN71	AN37	12	-0.071585851	-0.00477615	0.04989843	0.576539955	Amensalism	competition
AN71	AN37	24	-0.11203166	-0.014648789	0.001637581	0.093952594	Amensalism	competition
AN71	AN37	36	-0.176483178	-0.022946179	6.87067E-05	0.065617522	Amensalism	competition
AN71	AN37	48	-0.213781141	-0.056246304	1.18488E-05	0.007594914	Competition	competition
AN71	AN37	60	-0.219796808	-0.071981698	8.04488E-06	0.003074792	Competition	competition
AN71	AN37	72	-0.21536314	-0.085620174	1.23451E-05	0.000856703	Competition	competition
AN71	AN37	84	-0.213136389	-0.088486452	1.92618E-05	0.000569698	Competition	competition
AN71	AN37	96	-0.20997119	-0.086765573	1.72854E-05	0.000534076	Competition	competition
AN71	AN37	108	-0.210109893	-0.086180867	2.14393E-05	0.000456866	Competition	competition
AN71	AN37	120	-0.211542273	-0.086681454	2.15516E-05	0.000354093	Competition	competition
AN71	AN37	132	-0.209192733	-0.086546868	2.21348E-05	0.000447957	Competition	competition
AN71	AN37	144	-0.208663835	-0.08515837	2.00666E-05	0.000430489	Competition	competition
AN71	AN37	156	-0.208750721	-0.084091757	2.42903E-05	0.000391591	Competition	competition
AN71	AN37	168	-0.205864655	-0.081808695	3.74382E-05	0.000530945	Competition	competition
AN71	AN38	12	-0.065389687	0.013655089	0.099018923	0.009175295	Commensalism	competition
AN71	AN38	24	-0.089625413	0.001543693	0.035314856	0.869524254	Amensalism	competition
AN71	AN38	36	-0.134074013	-0.014349262	0.003729946	0.382934398	Amensalism	competition
AN71	AN38	48	-0.151358328	-0.050785812	0.003953932	0.017525863	Competition	competition
AN71	AN38	60	-0.157735242	-0.060292223	0.002909791	0.004162361	Competition	competition
AN71	AN38	72	-0.155915401	-0.069493916	0.002943171	0.000861955	Competition	competition
AN71	AN38	84	-0.15252956	-0.069024696	0.003094384	0.000562848	Competition	competition
AN71	AN38	96	-0.15205989	-0.064849917	0.003020432	0.000572957	Competition	competition
AN71	AN38	108	-0.153102767	-0.063051807	0.002884259	0.000538141	Competition	competition
AN71	AN38	120	-0.153896544	-0.062827694	0.002628451	0.000738392	Competition	competition
AN71	AN38	132	-0.153130876	-0.062592533	0.002607974	0.000777505	Competition	competition
AN71	AN38	144	-0.152552262	-0.061096077	0.002420188	0.00098617	Competition	competition
AN71	AN38	156	-0.152824352	-0.059742766	0.002221984	0.000881855	Competition	competition
AN71	AN38	168	-0.151446293	-0.057317835	0.002318572	0.001086494	Competition	competition
AN71	AN40	12	0.000791869	0.004143872	0.917213225	0.402937338	Neutralism	competition
AN71	AN40	24	-0.028669633	-0.000379006	0.008913205	0.958995226	Amensalism	competition
AN71	AN40	36	-0.096867089	-0.001634651	9.83321E-07	0.870717125	Amensalism	competition
AN71	AN40	48	-0.14275905	-0.025529543	1.64712E-08	0.054623279	Amensalism	competition
AN71	AN40	60	-0.154333771	-0.035435781	5.93566E-09	0.010838893	Competition	competition
AN71	AN40	72	-0.15248287	-0.046105677	6.97196E-09	0.001616289	Competition	competition
AN71	AN40	84	-0.15131856	-0.049159318	6.70699E-09	0.000397275	Competition	competition
AN71	AN40	96	-0.150286502	-0.046709656	6.69026E-09	0.000159568	Competition	competition
AN71	AN40	108	-0.151526177	-0.04812495	6.57642E-09	8.07974E-05	Competition	competition
AN71	AN40	120	-0.152393453	-0.046678226	6.96584E-09	5.94965E-05	Competition	competition
AN71	AN40	132	-0.151563922	-0.044536021	7.9808E-09	3.6698E-05	Competition	competition
AN71	AN40	144	-0.152973341	-0.0394421	5.25348E-09	8.53423E-05	Competition	competition
AN71	AN40	156	-0.152618202	-0.03871678	5.43397E-09	0.000139684	Competition	competition
AN71	AN40	168	-0.149344198	-0.034918579	7.9124E-09	0.000588343	Competition	competition
AN71	AN41	12	0.004272698	0.006021275	0.058761492	0.215148685	Neutralism	competition
AN71	AN41	24	-0.025708715	0.004348592	0.000165793	0.591816008	Amensalism	competition
AN71	AN41	36	-0.086736861	-0.009873685	1.12416E-06	0.476764789	Amensalism	competition
AN71	AN41	48	-0.115132349	-0.035034377	2.48367E-06	0.014595758	Competition	competition
AN71	AN41	60	-0.120176982	-0.04612437	1.44153E-06	0.001772485	Competition	competition
AN71	AN41	72	-0.116327442	-0.059221621	2.84755E-06	0.002014699	Competition	competition
AN71	AN41	84	-0.113554453	-0.063405682	4.85321E-06	0.002493281	Competition	competition
AN71	AN41	96	-0.112240736	-0.063751125	5.26175E-06	0.003121441	Competition	competition
AN71	AN41	108	-0.113553779	-0.064783124	6.09781E-06	0.00292546	Competition	competition
AN71	AN41	120	-0.113582511	-0.063659543	5.5605E-06	0.002835931	Competition	competition
AN71	AN41	132	-0.11456009	-0.063557268	4.14133E-06	0.002283251	Competition	competition
AN71	AN41	144	-0.115494053	-0.060440394	3.18566E-06	0.002524518	Competition	competition
AN71	AN41	156	-0.116162014	-0.058543869	2.07192E-06	0.00135483	Competition	competition
AN71	AN41	168	-0.113958646	-0.056356441	2.50152E-06	0.001338813	Competition	competition
AN71	AN42	12	-0.052430064	0.020273304	0.183986349	0.06166221	Neutralism	competition
AN71	AN42	24	-0.098855993	0.003957633	0.012886873	0.706207578	Amensalism	competition
AN71	AN42	36	-0.152315191	-0.018635216	0.000430989	0.331254323	Amensalism	competition
AN71	AN42	48	-0.188470149	-0.049473063	7.87799E-05	0.036744934	Competition	competition
AN71	AN42	60	-0.200530909	-0.063501238	3.40481E-05	0.013195904	Competition	competition
AN71	AN42	72	-0.198303457	-0.070156755	3.76125E-05	0.008417324	Competition	competition
AN71	AN42	84	-0.194633156	-0.071473415	3.74692E-05	0.005306432	Competition	competition
AN71	AN42	96	-0.193900651	-0.069911145	3.58434E-05	0.004150369	Competition	competition
AN71	AN42	108	-0.194947588	-0.072923201	3.32569E-05	0.003428114	Competition	competition
AN71	AN42	120	-0.196870768	-0.073691578	2.67635E-05	0.003380891	Competition	competition
AN71	AN42	132	-0.195694284	-0.073277767	2.68286E-05	0.00277518	Competition	competition
AN71	AN42	144	-0.195524935	-0.071898232	2.30229E-05	0.003321449	Competition	competition
AN71	AN42	156	-0.195885699	-0.072334411	2.02612E-05	0.003295933	Competition	competition
AN71	AN42	168	-0.193409121	-0.070106028	2.39928E-05	0.003787188	Competition	competition
AN71	AN43	12	0.012003086	0.021395166	0.00200796	0.001279244	Cooperation	competition
AN71	AN43	24	-0.008910848	0.026568383	0.179409892	0.288677885	Neutralism	competition
AN71	AN43	36	-0.041845094	-0.002634782	0.006213231	0.905877158	Amensalism	competition
AN71	AN43	48	-0.067850061	-0.043331405	0.002208003	0.110923822	Amensalism	competition
AN71	AN43	60	-0.071936469	-0.049268375	0.00594415	0.006151705	Competition	competition
AN71	AN43	72	-0.06479381	-0.055947692	0.015491975	0.000630192	Competition	competition
AN71	AN43	84	-0.060793574	-0.057472293	0.02679357	0.000691365	Competition	competition
AN71	AN43	96	-0.058220636	-0.055161798	0.036943583	0.000978282	Competition	competition
AN71	AN43	108	-0.058807096	-0.055923262	0.03865836	0.001232138	Competition	competition
AN71	AN43	120	-0.059715377	-0.053146668	0.035245734	0.000765224	Competition	competition
AN71	AN43	132	-0.058439195	-0.050913442	0.04467553	0.001173258	Competition	competition
AN71	AN43	144	-0.057298689	-0.047095852	0.056456374	0.003496078	Amensalism	competition
AN71	AN43	156	-0.056635465	-0.046447655	0.056772032	0.003439444	Amensalism	competition
AN71	AN43	168	-0.05290606	-0.04395633	0.075478653	0.007027629	Amensalism	competition
AN71	AN44	12	-0.037306736	0.008567769	0.379772838	0.154088054	Neutralism	neutralism
AN71	AN44	24	-0.000944558	0.026499272	0.98829141	0.378870679	Neutralism	neutralism
AN71	AN44	36	-0.025151696	-0.002598086	0.706198393	0.928730327	Neutralism	neutralism
AN71	AN44	48	-0.052100142	-0.04668337	0.443826003	0.112579383	Neutralism	neutralism
AN71	AN44	60	-0.060150013	-0.057124931	0.366413297	0.06303531	Neutralism	neutralism
AN71	AN44	72	-0.059846437	-0.06156686	0.365363386	0.041190832	Amensalism	neutralism
AN71	AN44	84	-0.056671308	-0.059838844	0.386291155	0.045783092	Amensalism	neutralism
AN71	AN44	96	-0.055737926	-0.05619013	0.393548974	0.066593124	Neutralism	neutralism
AN71	AN44	108	-0.057168865	-0.055150251	0.381888645	0.066636147	Neutralism	neutralism
AN71	AN44	120	-0.05938631	-0.052068407	0.359736804	0.073803753	Neutralism	neutralism
AN71	AN44	132	-0.058701982	-0.048799546	0.36367023	0.077003851	Neutralism	neutralism
AN71	AN44	144	-0.057886099	-0.044872617	0.366516388	0.103967168	Neutralism	neutralism
AN71	AN44	156	-0.057761396	-0.045360015	0.367203659	0.101810691	Neutralism	neutralism
AN71	AN44	168	-0.056728044	-0.043061996	0.373175899	0.13225651	Neutralism	neutralism
AN71	AN45	12	0.038564507	0.006511004	9.61062E-05	0.427916664	Commensalism	commensalism
AN71	AN45	24	0.110133214	0.027919735	5.23227E-09	0.294018585	Commensalism	commensalism
AN71	AN45	36	0.09768661	-3.52564E-05	1.34717E-11	0.998938866	Commensalism	commensalism
AN71	AN45	48	0.076875113	-0.043095485	1.69022E-10	0.047785605	Exploitation	commensalism
AN71	AN45	60	0.073030686	-0.055650905	6.85978E-09	0.023605263	Exploitation	commensalism
AN71	AN45	72	0.077738474	-0.063377172	4.26252E-07	0.020049049	Exploitation	commensalism
AN71	AN45	84	0.081519312	-0.062538383	2.38516E-06	0.026409989	Exploitation	commensalism
AN71	AN45	96	0.080130577	-0.057930449	8.03639E-06	0.04079685	Exploitation	commensalism
AN71	AN45	108	0.078700354	-0.056884384	3.4121E-05	0.044845036	Exploitation	commensalism
AN71	AN45	120	0.075747315	-0.05501726	7.17401E-05	0.053184189	Commensalism	commensalism
AN71	AN45	132	0.074118752	-0.052668818	0.000176009	0.065279941	Commensalism	commensalism
AN71	AN45	144	0.074305313	-0.049216795	0.000283173	0.082684243	Commensalism	commensalism
AN71	AN45	156	0.074019042	-0.047934152	0.000415332	0.086021562	Commensalism	commensalism
AN71	AN45	168	0.075117666	-0.044141622	0.000541687	0.105631685	Commensalism	commensalism
AN71	AN46	12	-0.061262073	0.00394168	0.073166828	0.289919642	Neutralism	competition
AN71	AN46	24	-0.098352557	-0.012246984	0.005730087	0.173605064	Amensalism	competition
AN71	AN46	36	-0.158198875	-0.022055021	0.00042009	0.026055595	Competition	competition
AN71	AN46	48	-0.199322814	-0.043878095	4.78119E-05	0.000554692	Competition	competition
AN71	AN46	60	-0.207532138	-0.055429836	2.40766E-05	0.00041644	Competition	competition
AN71	AN46	72	-0.203806697	-0.067180692	3.42047E-05	6.9801E-05	Competition	competition
AN71	AN46	84	-0.203749083	-0.071485221	4.47108E-05	6.69234E-05	Competition	competition
AN71	AN46	96	-0.20117373	-0.071596099	4.12682E-05	0.000123525	Competition	competition
AN71	AN46	108	-0.203539916	-0.072478767	4.38008E-05	6.56933E-05	Competition	competition
AN71	AN46	120	-0.204491503	-0.072197642	4.57473E-05	0.000145471	Competition	competition
AN71	AN46	132	-0.202501217	-0.071228956	4.42094E-05	8.9018E-05	Competition	competition
AN71	AN46	144	-0.202334238	-0.069952003	3.7994E-05	0.000106041	Competition	competition
AN71	AN46	156	-0.202758629	-0.06970341	4.32107E-05	5.97622E-05	Competition	competition
AN71	AN46	168	-0.200861022	-0.068943391	5.72433E-05	0.00010723	Competition	competition
AN71	AN47	12	0.018436276	0.014572465	0.008122426	0.010717346	Cooperation	competition
AN71	AN47	24	-0.024160924	0.010833491	0.00348954	0.149526064	Amensalism	competition
AN71	AN47	36	-0.100954358	0.004296383	3.0046E-08	0.611754399	Amensalism	competition
AN71	AN47	48	-0.144758902	-0.022773365	1.18787E-09	0.064120856	Amensalism	competition
AN71	AN47	60	-0.154586961	-0.033918233	1.49326E-07	0.014058205	Competition	competition
AN71	AN47	72	-0.153548106	-0.044924954	9.3639E-11	0.002009638	Competition	competition
AN71	AN47	84	-0.151588711	-0.045778387	2.08651E-10	0.001407829	Competition	competition
